Account Name,Domain,From,To,Role,static/dynamic link,no-follow,Phone,Email,Primary Contact,Project
"Fundacja Integracja Środowisk Edukacyjnych ""Morska Kraina""",http://www.morskakraina.kolobrzeg.pl/strona/,http://www.morskakraina.kolobrzeg.pl/strona/,https://www.pitax.pl/,SEO,static,,943525379,przedszkole@morskakraina.info,Dorota Żurawska-Nowak,OPP
"Fundacja Integracja Środowisk Edukacyjnych ""Morska Kraina""",http://www.morskakraina.kolobrzeg.pl/strona/,http://www.morskakraina.kolobrzeg.pl/strona/,https://www.iwop.pl/,SEO2,static,,943525379,przedszkole@morskakraina.info,Dorota Żurawska-Nowak,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Szczecinie,http://psoniszczecin.org.pl/,http://psoniszczecin.org.pl/,https://www.pitax.pl/krs/0000028314/,LP,static,,91 426 81 97,biuro@psouuszczecin.org.pl,,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Szczecinie,http://psoniszczecin.org.pl/,http://psoniszczecin.org.pl/,https://www.pitax.pl/krs/0000028314/,LP,static,,91 426 81 97,biuro@psouuszczecin.org.pl,,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Szczecinie,http://psoniszczecin.org.pl/,http://psoniszczecin.org.pl/,https://www.iwop.pl/,SEO2,static,,91 426 81 97,biuro@psouuszczecin.org.pl,,OPP
Polskie Stowarzyszenie na rzecz Osób z Upośledzeniem Umysłowym Koło w Szczecinie,http://psoniszczecin.org.pl/,http://psoniszczecin.org.pl/,https://www.pitax.pl/,SEO,static,,91 426 81 97,biuro@psouuszczecin.org.pl,,OPP
Klub Sportowy Szczypiorniak Olsztyn,http://www.szczypiorniak.olsztyn.pl/,http://szczypiorniak.olsztyn.pl/,https://www.pitax.pl/krs/0000441455/,LP,static,,89) 533 69 61,szczypiorniak-olsztyn@o2.pl,Konstanty Targoński,OPP
Klub Sportowy Szczypiorniak Olsztyn,http://szczypiorniak.olsztyn.pl/,http://szczypiorniak.olsztyn.pl/,https://www.pitax.pl/,SEO,static,,89) 533 69 61,szczypiorniak-olsztyn@o2.pl,Konstanty Targoński,OPP
Klub Sportowy Szczypiorniak Olsztyn,http://szczypiorniak.olsztyn.pl/,http://szczypiorniak.olsztyn.pl/,https://www.iwop.pl/,SEO2,static,,89) 533 69 61,szczypiorniak-olsztyn@o2.pl,Konstanty Targoński,OPP
Stowarzyszenie na rzecz Osób Niepełnosprawnych Uśmiech,http://usmiech.org/,http://usmiech.org/,https://www.iwop.pl/,SEO2,static,,889124774,mwmch@wp.pl,Beata Kotowska,OPP
Stowarzyszenie na rzecz Osób Niepełnosprawnych Uśmiech,http://usmiech.org/,http://usmiech.org/,https://www.pitax.pl/,SEO,static,,889124774,mwmch@wp.pl,Beata Kotowska,OPP
Stowarzyszenie na rzecz Osób Niepełnosprawnych Uśmiech,http://usmiech.org/,http://usmiech.org/,https://www.pitax.pl/rozlicz/0000330488/?cel=PodajCel,ONL,static,,889124774,mwmch@wp.pl,Beata Kotowska,OPP
Stowarzyszenie na rzecz Osób Niepełnosprawnych Uśmiech,http://usmiech.org/,http://usmiech.org/,https://www.pitax.pl/pobierz/0000330488/,WIN,static,,889124774,mwmch@wp.pl,Beata Kotowska,OPP
Stowarzyszenie na rzecz Osób Niepełnosprawnych Uśmiech,http://usmiech.org/,http://usmiech.org/,https://www.pitax.pl/opp/zestaw-formularzy-pit-dla-opp/?krs=0000330488,OTH,static,,889124774,mwmch@wp.pl,Beata Kotowska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/,https://www.pitax.pl/krs/0000360501,LP,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/jak-pomoc/,https://www.pitax.pl/krs/0000360501,LP,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/jak-pomoc/,https://www.pitax.pl/rozlicz/0000360501/,ONL,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/jak-pomoc/,https://www.pitax.pl/pobierz/0000360501/,WIN,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/jak-pomoc/,https://www.pitax.pl/krs/formularze/0000360501,OTH,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/jak-pomoc/,https://www.iwop.pl/,SEO2,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Polska Pomoc,http://www.polskapomoc.sos.pl,http://polskapomoc.sos.pl/jak-pomoc/,https://www.pitax.pl/,SEO,static,,85 73 23 770,polskapomoc@onet.pl,Anna Łuszyńska,OPP
Fundacja Sokólski Fundusz Lokalny,http://www.fundacjasfl.pl/,http://www.fundacjasfl.pl/,https://www.pitax.pl/rozlicz/0000026308/?cel=PodajCel,ONL,static,,85 711 57 00,,Maria Talarczyk,OPP
Fundacja Sokólski Fundusz Lokalny,http://www.fundacjasfl.pl/,http://www.fundacjasfl.pl/,https://www.pitax.pl/rozlicz/0000026308/?cel=Zostaw swój 1% w Sokółce,ONL,static,,85 711 57 00,,Maria Talarczyk,OPP
Fundacja Sokólski Fundusz Lokalny,http://www.fundacjasfl.pl/,http://www.fundacjasfl.pl/,https://www.pitax.pl/,SEO,static,,85 711 57 00,,Maria Talarczyk,OPP
Fundacja Sokólski Fundusz Lokalny,http://www.fundacjasfl.pl/,http://www.fundacjasfl.pl/,https://www.iwop.pl/,SEO2,static,,85 711 57 00,,Maria Talarczyk,OPP
Fundacja Pomóż Im na rzecz Dzieci z Chorobami Nowotworowymi i Hospicjum dla Dzieci,http://pomozim.org.pl/,https://pomozim.org.pl/1procent/,https://www.pitax.pl/pobierz?krs=0000288520,WIN,static,,85 66 22 003,biuro@pomozim.org.pl,Inga Januszko-Manaches,OPP
Fundacja Pomóż Im na rzecz Dzieci z Chorobami Nowotworowymi i Hospicjum dla Dzieci,http://pomozim.org.pl/,https://pomozim.org.pl/1procent/,https://www.pitax.pl/rozlicz?krs=0000288520&amp;cel=,ONL,static,,85 66 22 003,biuro@pomozim.org.pl,Inga Januszko-Manaches,OPP
Fundacja Pomóż Im na rzecz Dzieci z Chorobami Nowotworowymi i Hospicjum dla Dzieci,http://pomozim.org.pl/,https://pomozim.org.pl/1procent/,https://www.pitax.pl/krs/formularze/0000288520/,OTH,static,,85 66 22 003,biuro@pomozim.org.pl,Inga Januszko-Manaches,OPP
Fundacja Pomóż Im na rzecz Dzieci z Chorobami Nowotworowymi i Hospicjum dla Dzieci,http://pomozim.org.pl/,https://pomozim.org.pl/1procent/,https://www.pitax.pl/krs/formularze/pobierz/0000288520/PIT-OP.pdf,OTH,static,,85 66 22 003,biuro@pomozim.org.pl,Inga Januszko-Manaches,OPP
Fundacja Pomóż Im na rzecz Dzieci z Chorobami Nowotworowymi i Hospicjum dla Dzieci,http://pomozim.org.pl/,https://pomozim.org.pl/1procent/,https://www.pitax.pl/,SEO,static,,85 66 22 003,biuro@pomozim.org.pl,Inga Januszko-Manaches,OPP
Fundacja Pomóż Im na rzecz Dzieci z Chorobami Nowotworowymi i Hospicjum dla Dzieci,http://pomozim.org.pl/,https://pomozim.org.pl/1procent/,https://www.iwop.pl/,SEO2,static,,85 66 22 003,biuro@pomozim.org.pl,Inga Januszko-Manaches,OPP
Fundacja Norwidowska,http://www.norfund.pl,http://norfund.pl/?page_id=378,http://www.pitax.pl/pobierz/?krs=0000129753,WIN,static,,81 743 60 62,info@norfund.pl,,OPP
Fundacja Norwidowska,http://www.norfund.pl,http://norfund.pl/?page_id=379,http://www.pitax.pl/rozlicz/?krs=0000129753,ONL,static,,81 743 60 62,info@norfund.pl,,OPP
Fundacja Norwidowska,http://www.norfund.pl,http://norfund.pl/?page_id=380,http://www.pitax.pl/opp/zestaw-formularzy-pit-dla-opp/?krs=0000129753,OTH,static,,81 743 60 62,info@norfund.pl,,OPP
Fundacja Norwidowska,http://www.norfund.pl,http://norfund.pl/?page_id=381,https://www.pitax.pl/,SEO,static,,81 743 60 62,info@norfund.pl,,OPP
Klub Uczelniany Akademickiego Związku Sportowego Uniwersytetu Marii Curie-Skłodowskiej,http://www.azs.umcs.lublin.pl,http://azs.umcs.pl/1-procent.html,https://www.pitax.pl/rozlicz/0000056079/,ONL,static,,81 463 45 35,ku@azs.umcs.lublin.pl,,OPP
Klub Uczelniany Akademickiego Związku Sportowego Uniwersytetu Marii Curie-Skłodowskiej,http://www.azs.umcs.lublin.pl,http://azs.umcs.pl/1-procent.html,https://www.pitax.pl/pobierz/0000056079/,WIN,static,,81 463 45 35,ku@azs.umcs.lublin.pl,,OPP
Klub Uczelniany Akademickiego Związku Sportowego Uniwersytetu Marii Curie-Skłodowskiej,http://www.azs.umcs.lublin.pl,http://azs.umcs.pl/1-procent.html,https://www.pitax.pl/,SEO,static,,81 463 45 35,ku@azs.umcs.lublin.pl,,OPP
Klub Uczelniany Akademickiego Związku Sportowego Uniwersytetu Marii Curie-Skłodowskiej,http://www.azs.umcs.lublin.pl,http://azs.umcs.pl/1-procent.html,https://www.pitax.pl/krs/formularze/0000056079/,OTH,static,,81 463 45 35,ku@azs.umcs.lublin.pl,,OPP
Fundacja Rozwiń Skrzydła,http://www.rozwinskrzydla.org,http://rozwinskrzydla.org/1procent/,https://www.pitax.pl/rozlicz/0000305952/,ONL,static,,81 448 00 57,biuro@rozwinskrzydla.org,Urszula Szafranek,OPP
Fundacja Rozwiń Skrzydła,http://www.rozwinskrzydla.org,http://rozwinskrzydla.org/1procent/,https://www.pitax.pl/pobierz/0000305952/,WIN,static,,81 448 00 57,biuro@rozwinskrzydla.org,Urszula Szafranek,OPP
Fundacja Rozwiń Skrzydła,http://www.rozwinskrzydla.org,http://rozwinskrzydla.org/1procent/,https://www.iwop.pl/,SEO2,static,,81 448 00 57,biuro@rozwinskrzydla.org,Urszula Szafranek,OPP
Fundacja Rozwiń Skrzydła,http://www.rozwinskrzydla.org,http://rozwinskrzydla.org/1procent/,https://www.pitax.pl/,SEO,static,,81 448 00 57,biuro@rozwinskrzydla.org,Urszula Szafranek,OPP
Mazurskie Stowarzyszenie Aktywności Lokalnej w Orzyszu,http://www.orzysz.org.pl,http://orzysz.org.pl/msal/,http://pitax.pl/rozlicz/0000199344,ONL,static,,796140648,msal@orzysz.org.pl,Krzysztof Marusiński,OPP
Mazurskie Stowarzyszenie Aktywności Lokalnej w Orzyszu,http://www.orzysz.org.pl,http://orzysz.org.pl/msal/jedenprocent.php,https:/www.pitax.pl/,SEO,static,,796140648,msal@orzysz.org.pl,Krzysztof Marusiński,OPP
Mazurskie Stowarzyszenie Aktywności Lokalnej w Orzyszu,http://www.orzysz.org.pl,http://orzysz.org.pl/msal/jedenprocent.php,http://pitax.pl/rozlicz/0000199344,ONL,static,,796140648,msal@orzysz.org.pl,Krzysztof Marusiński,OPP
Mazurskie Stowarzyszenie Aktywności Lokalnej w Orzyszu,http://www.orzysz.org.pl,http://orzysz.org.pl/msal/jedenprocent.php,https://www.iwop.pl/,SEO2,static,,796140648,msal@orzysz.org.pl,Krzysztof Marusiński,OPP
Towarzystwo Przyjaciół Związku Strzeleckiego Strzelec,http://strzelec.erzeszow.pl,http://strzelec.erzeszow.pl/old/1procpodatku.html,https://www.pitax.pl/krs/0000283993,OTH,static,,796140648,msal@orzysz.org.pl,Krzysztof Marusiński,OPP
Towarzystwo Przyjaciół Związku Strzeleckiego Strzelec,http://strzelec.erzeszow.pl,http://strzelec.erzeszow.pl/old/1procpodatku.html,https://www.pitax.pl/krs/formularze/0000283993/,OTH,static,,790300610,strzelec.rzeszow@op.pl,Jurek Gajewski,OPP
Towarzystwo Przyjaciół Związku Strzeleckiego Strzelec,http://strzelec.erzeszow.pl,http://strzelec.erzeszow.pl/old/1procpodatku.html,https://www.pitax.pl,SEO,static,,790300610,strzelec.rzeszow@op.pl,Jurek Gajewski,OPP
Towarzystwo Przyjaciół Związku Strzeleckiego Strzelec,http://strzelec.erzeszow.pl,http://strzelec.erzeszow.pl/old/1procpodatku.html,https://www.iwop.pl,SEO2,static,,790300610,strzelec.rzeszow@op.pl,Jurek Gajewski,OPP
Stowarzyszenie na rzecz Ekologicznej Komunikacji Sekcja Rowerzystów Miejskich,http://www.rowerowypoznan.pl,http://rowerowypoznan.pl/,https://www.pitax.pl/,SEO,static,Yes,783332178,poczta@srm.eco.pl,Andrzej Janowski,GW
Stowarzyszenie na rzecz Ekologicznej Komunikacji Sekcja Rowerzystów Miejskich,http://www.rowerowypoznan.pl,http://rowerowypoznan.pl/,https://www.iwop.pl/,SEO2,static,,783332178,poczta@srm.eco.pl,Andrzej Janowski,GW
Bank Żywności SOS w Warszawie,http://bzsos.pl/,http://bzsos.pl/2016/1-dla-banku-zywnosci-sos-w-warszawie/,https://www.pitax.pl/rozlicz/0000029435/,ONL,static,,783332178,bzsos@bzsos.pl,,OPP
Bank Żywności SOS w Warszawie,http://bzsos.pl/,http://bzsos.pl/2016/1-dla-banku-zywnosci-sos-w-warszawie/,https://www.pitax.pl/,SEO,static,,227538500,bzsos@bzsos.pl,,OPP
Bank Żywności SOS w Warszawie,http://bzsos.pl/,http://bzsos.pl/2016/1-dla-banku-zywnosci-sos-w-warszawie/,https://www.iwop.pl/,SEO2,static,,227538500,bzsos@bzsos.pl,,OPP
Bydgoskie Stowarzyszenie Opieki nad Chorymi z Otępieniem Typu Alzheimerowskiego,http://www.alzheimerbydgoszcz.pl,http://www.alzheimerbydgoszcz.pl,https://www.pitax.pl/pobierz/0000062746,WIN,static,,607079005,alzheimerbydgoszcz@wp.pl,,OPP
Bydgoskie Stowarzyszenie Opieki nad Chorymi z Otępieniem Typu Alzheimerowskiego,http://www.alzheimerbydgoszcz.pl,http://www.alzheimerbydgoszcz.pl,https://www.iwop.pl/,SEO2,static,,607079005,alzheimerbydgoszcz@wp.pl,,OPP
Bydgoskie Stowarzyszenie Opieki nad Chorymi z Otępieniem Typu Alzheimerowskiego,http://www.alzheimerbydgoszcz.pl,http://www.alzheimerbydgoszcz.pl,https://www.pitax.pl/,SEO,static,,607079005,alzheimerbydgoszcz@wp.pl,,OPP
Fundacja Bajkowy Świat,http://www.fundacjabajkowyswiat.org/,http://www.fundacjabajkowyswiat.org/,https://www.pitax.pl/krs/0000377975/,LP,static,,888110443,undacjabajkowyswiat@vp.pl,,OPP
Fundacja Bajkowy Świat,http://www.fundacjabajkowyswiat.org/,http://www.fundacjabajkowyswiat.org/,https://www.iwop.pl/,SEO2,static,,888110443,undacjabajkowyswiat@vp.pl,,OPP
Fundacja Bajkowy Świat,http://www.fundacjabajkowyswiat.org/,http://www.fundacjabajkowyswiat.org/,https://www.pitax.pl/rozliczenie-pit/,SEO,static,,888110443,undacjabajkowyswiat@vp.pl,,OPP
Fundacja Court Watch Polska,https://courtwatch.pl,https://courtwatch.pl/1procent/,https://www.pitax.pl/,SEO,static,,533 205 014,info@courtwatch.pl,larysa klejnowska,OPP
Fundacja Court Watch Polska,https://courtwatch.pl,https://courtwatch.pl/1procent/,https://www.pitax.pl/pobierz/?krs=0000353330,WIN,static,,533 205 014,info@courtwatch.pl,larysa klejnowska,OPP
Fundacja Court Watch Polska,https://courtwatch.pl,https://courtwatch.pl/1procent/,https://www.iwop.pl/,SEO2,static,,533 205 014,info@courtwatch.pl,larysa klejnowska,OPP
Fundacja Dziedzictwo Kresowe,http://kresowe.pl,http://kresowe.pl/1-procent-podatku/,http://www.pitax.pl/krs/0000418931/,LP,static,,501483513,biuro@kresowe.pl,Jan Sabadasz,OPP
Fundacja Dziedzictwo Kresowe,http://kresowe.pl,http://kresowe.pl/1-procent-podatku/,http://www.iwop.pl/,SEO2,static,,501483513,biuro@kresowe.pl,Jan Sabadasz,OPP
Fundacja Dziedzictwo Kresowe,http://kresowe.pl,http://kresowe.pl/1-procent-podatku/,http://www.pitax.pl/,SEO,static,,501483513,biuro@kresowe.pl,Jan Sabadasz,OPP
Fundacja Fundusz Obrony Narodowej,http://www.fon.com.pl,http://www.fon.com.pl/,https://www.pitax.pl/,SEO,static,,58 665 34 00,fundacja@fon.com.pl,,OPP
Fundacja Fundusz Obrony Narodowej,http://www.fon.com.pl,http://www.fon.com.pl/,https://www.pitax.pl/rozlicz/0000060775/,ONL,static,,58 665 34 00,fundacja@fon.com.pl,,OPP
Fundacja Fundusz Obrony Narodowej,http://www.fon.com.pl,http://www.fon.com.pl/,https://www.pitax.pl/pobierz/0000060775/,WIN,static,,58 665 34 00,fundacja@fon.com.pl,,OPP
Fundacja im. Doktora Piotra Janaszka PODAJ DALEJ,http://www.podajdalej.org.pl,http://1podatku.org/podaj-dalej-1-podatku/,https://www.pitax.pl/pobierz/0000197058/,WIN,static,,63211 22 19,fundacja@podajdalej.org.pl,,OPP
Fundacja im. Doktora Piotra Janaszka PODAJ DALEJ,http://www.podajdalej.org.pl,http://1podatku.org/podaj-dalej-1-podatku/,https://www.pitax.pl/,SEO,static,,63211 22 19,fundacja@podajdalej.org.pl,,OPP
Fundacja im. Doktora Piotra Janaszka PODAJ DALEJ,http://www.podajdalej.org.pl,http://1podatku.org/podaj-dalej-1-podatku/,https://www.iwop.pl/,SEO2,static,,63211 22 19,fundacja@podajdalej.org.pl,,OPP
Fundacja im. Jerzego Szmajdzińskiego,http://fundacja-szmajdzinski.pl,http://fundacja-szmajdzinski.pl/przekaz-nam-1-podatku/,https://www.pitax.pl/rozlicz/0000396997/?cel=PodajCel,ONL,static,,510 364 414,,,OPP
Fundacja im. Jerzego Szmajdzińskiego,http://fundacja-szmajdzinski.pl,http://fundacja-szmajdzinski.pl/przekaz-nam-1-podatku/,https://www.iwop.pl/,SEO2,static,,510 364 414,,,OPP
Fundacja im. Jerzego Szmajdzińskiego,http://fundacja-szmajdzinski.pl,http://fundacja-szmajdzinski.pl/przekaz-nam-1-podatku/,https://www.pitax.pl/,SEO,static,,510 364 414,,,OPP
Fundacja imienia Darii Trafankowskiej,http://fundacjadaria.org,http://fundacjadaria.org/pomoz-fundacji/,http://www.pitax.pl/rozlicz/0000277594/,ONL,static,,728338750,fundacjadaria@gmail.com,,OPP
Fundacja imienia Darii Trafankowskiej,http://fundacjadaria.org,http://fundacjadaria.org/pomoz-fundacji/,https://www.iwop.pl/,SEO2,static,,728338750,fundacjadaria@gmail.com,,OPP
Fundacja imienia Darii Trafankowskiej,http://fundacjadaria.org,http://fundacjadaria.org/pomoz-fundacji/,https://www.pitax.pl/,SEO,static,,728338750,fundacjadaria@gmail.com,,OPP
Fundacja Invictus,https://www.foundationinvictus.org/,https://www.foundationinvictus.org/,http://www.pitax.pl/,SEO,static,,556 255 341,biuro@fundacjainvictus.pl,Dorota Kręcisz,OPP
Fundacja Invictus,https://www.foundationinvictus.org/,https://www.foundationinvictus.org/,https://www.pitax.pl/pobierz/0000402164/,WIN,static,,556 255 341,biuro@fundacjainvictus.pl,Dorota Kręcisz,OPP
Fundacja Invictus,https://www.foundationinvictus.org/,https://www.foundationinvictus.org/,https://www.pitax.pl/rozlicz/0000402164/,ONL,static,,556 255 341,biuro@fundacjainvictus.pl,Dorota Kręcisz,OPP
Fundacja Jamniki Niczyje,http://www.jamnikiniczyje.pl/,http://www.jamnikiniczyje.pl/,https://www.pitax.pl/krs/0000429587/,LP,static,,575 300 350,magdaszlosar@interia.pl,Edyta Jacuńska,OPP
Fundacja Jamniki Niczyje,http://www.jamnikiniczyje.pl/,http://www.jamnikiniczyje.pl/,https://www.iwop.pl/,SEO2,static,,575 300 350,magdaszlosar@interia.pl,Edyta Jacuńska,OPP
Fundacja Jamniki Niczyje,http://www.jamnikiniczyje.pl/,http://www.jamnikiniczyje.pl/,https://www.pitax.pl/,SEO,static,,575 300 350,magdaszlosar@interia.pl,Edyta Jacuńska,OPP
Fundacja Klamra,http://klamra.org/o-fundacji,http://klamra.org/o-fundacji,https://www.pitax.pl/przekaz-jeden-procent/?i=16323,OTH,static,,691 314 234,biuro@klamra.org,Barbara Poniatowska,OPP
Fundacja Klamra,http://klamra.org/o-fundacji,http://klamra.org/o-fundacji,https://www.iwop.pl/,SEO2,static,,691 314 234,biuro@klamra.org,Barbara Poniatowska,OPP
Fundacja Klamra,http://klamra.org/o-fundacji,http://klamra.org/o-fundacji,https://www.pitax.pl/,SEO,static,,691 314 234,biuro@klamra.org,Barbara Poniatowska,OPP
"FUNDACJA ""KOALICJA SPRAWIEDLIWEGO HANDLU"" - FAIRTRADE POLSKA",http://www.fairtrade.org.pl,http://www.fairtrade.org.pl/zaangazuj-sie/darowizny-i-odpisy-podatkowe/,https://www.iwop.pl/,SEO2,static,,12 422 22 64,zarzad@fairtrade.org.pl,,OPP
"FUNDACJA ""KOALICJA SPRAWIEDLIWEGO HANDLU"" - FAIRTRADE POLSKA",http://www.fairtrade.org.pl,http://www.fairtrade.org.pl/zaangazuj-sie/darowizny-i-odpisy-podatkowe/,https://www.pitax.pl/,SEO,static,,12 422 22 64,zarzad@fairtrade.org.pl,,OPP
"FUNDACJA ""KOALICJA SPRAWIEDLIWEGO HANDLU"" - FAIRTRADE POLSKA",http://www.fairtrade.org.pl,http://www.fairtrade.org.pl/zaangazuj-sie/darowizny-i-odpisy-podatkowe/,https://www.pitax.pl/rozlicz/0000473582/?cel=WsparcieRuchuFairTrade,ONL,static,,12 422 22 64,zarzad@fairtrade.org.pl,,OPP
Fundacja Kultury Rozruch,http://www.fundacjarozruch.pl,http://www.fundacjarozruch.pl/wspieraja-nas/,https://www.pitax.pl,SEO,static,,509693840,fundacjarozruch@gmail.com,Beata Opic,OPP
Fundacja Kultury Rozruch,http://www.fundacjarozruch.pl,http://www.fundacjarozruch.pl/kontakt/,https://www.pitax.pl/krs/0000314992/,LP,static,,509693840,fundacjarozruch@gmail.com,Beata Opic,OPP
Fundacja Lekarska Pro Seniore im. Lekarzy Polskich Poległych i Pomordowanych w Czasie II Wojny Światowej,http://www.proseniore.pl/,"http://www.proseniore.pl/aktualnosci/43,rozliczpodatek",https://www.iwop.pl/,SEO2,static,,22 542 83 02,andrzejsurowiecki@wp.pl,,OPP
Fundacja Lekarska Pro Seniore im. Lekarzy Polskich Poległych i Pomordowanych w Czasie II Wojny Światowej,http://www.proseniore.pl/,"http://www.proseniore.pl/aktualnosci/43,rozliczpodatek",https://www.pitax.pl/,SEO,static,,22 542 83 02,andrzejsurowiecki@wp.pl,,OPP
Fundacja Lekarska Pro Seniore im. Lekarzy Polskich Poległych i Pomordowanych w Czasie II Wojny Światowej,http://www.proseniore.pl/,"http://www.proseniore.pl/aktualnosci/43,rozliczpodatek",https://www.pitax.pl/rozlicz?krs=0000250527,ONL,static,,22 542 83 02,andrzejsurowiecki@wp.pl,,OPP
Fundacja Lokalna Grupa Działania - Naszyjnik Północy,http://www.lgdnp.org.pl,http://lgdnp.org.pl/,https://www.iwop.pl/,SEO2,static,,59 833 59 30,biuro@lgdnp.org.pl,Angelika Kallas,OPP
Fundacja Lokalna Grupa Działania - Naszyjnik Północy,http://www.lgdnp.org.pl,http://lgdnp.org.pl/,https://www.pitax.pl/,SEO,static,,59 833 59 30,biuro@lgdnp.org.pl,Angelika Kallas,OPP
Fundacja Lokalna Grupa Działania - Naszyjnik Północy,http://www.lgdnp.org.pl,http://lgdnp.org.pl/,https://www.pitax.pl/opp/zestaw-formularzy-pit-dla-opp/?krs=0000257032,OTH,static,,59 833 59 30,biuro@lgdnp.org.pl,Angelika Kallas,OPP
Fundacja na rzecz Rodzin Dzieci z Autyzmem i Innymi Dysfunkcjami - Okno,http://www.fundacjaokno.pl,http://www.fundacjaokno.pl/,http://www.pitax.pl/krs/0000329123,LP,static,,604442144,j.okrzasa@wp.pl,Jerzy Okrzasa,OPP
Fundacja na rzecz Rodzin Dzieci z Autyzmem i Innymi Dysfunkcjami - Okno,http://www.fundacjaokno.pl,http://www.fundacjaokno.pl/,https://www.iwop.pl/,SEO2,static,,604442144,j.okrzasa@wp.pl,Jerzy Okrzasa,OPP
Fundacja na rzecz Rodzin Dzieci z Autyzmem i Innymi Dysfunkcjami - Okno,http://www.fundacjaokno.pl,http://www.fundacjaokno.pl/,https://www.pitax.pl/,SEO,static,,604442144,j.okrzasa@wp.pl,Jerzy Okrzasa,OPP
Fundacja Na Rzecz Rozwoju Hipoterapii Konie - Dzieciom,http://www.hipoterapia.opole.pl,http://www.hipoterapia.opole.pl/,https://www.pitax.pl/rozlicz/0000206914/,ONL,static,,77 551 54 34,fkdz@op.pl,,OPP
Fundacja Na Rzecz Rozwoju Hipoterapii Konie - Dzieciom,http://www.hipoterapia.opole.pl,http://www.hipoterapia.opole.pl/,https://www.iwop.pl/,SEO2,static,,77 551 54 34,fkdz@op.pl,,OPP
Fundacja Na Rzecz Rozwoju Hipoterapii Konie - Dzieciom,http://www.hipoterapia.opole.pl,http://www.hipoterapia.opole.pl/,https://www.pitax.pl/,SEO,static,,77 551 54 34,fkdz@op.pl,,OPP
Fundacja na rzecz Rozwoju Powiatu Monieckiego,http://www.fundacja.monki.pl,http://www.fundacja.monki.pl/,https://www.pitax.pl/rozlicz?krs=0000225540&cel=PodajCel,ONL,dynamic,,501816846,fundacja@monki.pl,Anna Porębska,OPP
Fundacja na rzecz Rozwoju Powiatu Monieckiego,http://www.fundacja.monki.pl,http://www.fundacja.monki.pl/,https://www.iwop.pl/,SEO2,dynamic,,501816846,fundacja@monki.pl,Anna Porębska,OPP
Fundacja na rzecz Rozwoju Powiatu Monieckiego,http://www.fundacja.monki.pl,http://www.fundacja.monki.pl/,https://www.pitax.pl/program-pit/,SEO,dynamic,,501816846,fundacja@monki.pl,Anna Porębska,OPP
Fundacja na rzecz Zbliżania Kultur Open Art,http://www.openart.org.pl/,http://www.openart.org.pl/,https://www.pitax.pl/pobierz?krs=0000105450,WIN,dynamic,,600 85 76 71,openart@openart.org.pl,Eugeniusz Malinowski,OPP
Fundacja na rzecz Zbliżania Kultur Open Art,http://www.openart.org.pl/,http://www.openart.org.pl/,https://www.pitax.pl/pit-online/,SEO,dynamic,,600 85 76 71,openart@openart.org.pl,Eugeniusz Malinowski,OPP
Fundacja na rzecz Zbliżania Kultur Open Art,http://www.openart.org.pl/,http://www.openart.org.pl/,https://www.pitax.pl/krs/formularze/0000105450,OTH,dynamic,,600 85 76 71,openart@openart.org.pl,Eugeniusz Malinowski,OPP
Fundacja Oczami Brata,http://www.oczamibrata.pl,http://www.oczamibrata.pl/,https://www.pitax.pl/krs/0000494434/,LP,static,,533 527 368,biuro@oczamibrata.pl,,OPP
Fundacja Oczami Brata,http://www.oczamibrata.pl,http://www.oczamibrata.pl/,http://www.iwop.pl/,SEO2,static,,533 527 368,biuro@oczamibrata.pl,,OPP
Fundacja Oczami Brata,http://www.oczamibrata.pl,http://www.oczamibrata.pl/,https://www.pitax.pl/,SEO,static,,533 527 368,biuro@oczamibrata.pl,,OPP
Caritas Diecezji Opolskiej Organizacja Pożytku Publicznego,http://www.caritas.diecezja.opole.pl,http://www.caritas.diecezja.opole.pl/index.php/archiwum/rok-2017/849-1-na-sprzet-dla-chorych-w-domu,https://www.pitax.pl/rozlicz/0000290982/,ONL,static,,77 453 12 41,caritas_centrala@op.onet.pl,,OPP
