STOWARZYSZENIE LEDNICA 2000,0000078708,
STOWARZYSZENIE MIŁOŚNIKÓW ZIEMI OKOCIMSKIEJ,0000078719,
POLSKIE TOWARZYSTWO DYSLEKSJI,0000078728,
RUCH KULTURY CHRZESCIJAŃSKIEJ " ODRODZENIE ",0000078824,
VIVA KULTURA,0000078882,
TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI W KĘDZIERZYNIE-KOŹLU,0000078912,
STOWARZYSZENIE PRZYJACIÓŁ CHÓRU DZIECIĘCEGO ZACHODNIOPOMORSKIEGO UNIWERSYTETU TECHNOLOGICZNEGO "DON DIRI DON",0000078997,
TOP BOLESŁAWIEC,0000079062,
STOWARZYSZENIE PIĄTKOWSKA SZKOŁA SPOŁECZNA,0000079090,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO TRZEBIATÓW,0000079095,
STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY NIEPEŁNOSPRAWNEJ "PRZYJACIEL",0000079166,
MIĘDZYSZKOLNY KLUB SPORTOWY "TĘCZA",0000079283,
STOWARZYSZENIE WSPIERANIA INICJATYW SPOŁECZNYCH NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH,0000079288,
MRĄGOWSKIE TOWARZYSTWO WĘDKARSKIE,0000079328,
INTEGRACYJNY KLUB SPORTOWY "BUSHIDO",0000079369,
STOWARZYSZENIE OPIEKI NAD STARYM CMENTARZEM W RZESZOWIE IM.WŁODZIMIERZA KOZŁO,0000079430,
LUBUSKA FEDERACJA SPORTU,0000079458,
CENTRUM USŁUG FINANSOWO - EKONOMICZNYCH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,0000079460,
OCHOTNICZA STRAŻ POŻARNA W MNICHOWIE,0000079471,
STOWARZYSZENIE "DLA ALBIGOWEJ",0000079477,
STOWARZYSZENIE RODZIN I OSÓB NIEPEŁNOSPRAWNYCH " RAZEM ",0000079501,
KLUCZBORSKO-OLESKA LOKALNA ORGANIZACJA TURYSTYCZNA,0000079532,
STOWARZYSZENIE ROZUMIEJĄ NAS,0000079637,
FUNDACJA POMOCY DZIECIOM Z CHOROBĄ NOWOTWOROWĄ,0000079660,
NOWA FUNDACJA STYPENDIALNA IMIENIA DR JANA TOWARNICKIEGO,0000079772,
TOWARZYSTWO PROFILAKTYKI ŚRODOWISKOWEJ "MROWISKO",0000079779,
FUNDACJA INWALIDÓW I OSÓB NIEPEŁNOSPRAWNYCH "MIŁOSIERDZIE",0000079838,
KLUB SPORTOWY STRZELINIANKA,0000079926,
STOWARZYSZENIE OTWARTE DRZWI,0000080010,
SUWALSKIE STOWARZYSZENIE KLUB ABSTYNENTÓW "FILAR",0000080030,
DORTMUNDZKO - WROCŁAWSKO - LWOWSKA FUNDACJA IM. ŚW. JADWIGI,0000080096,
STOWARZYSZENIE POMOCY OSOBOM UZALEŻNIONYM "PRZEŁOM",0000080273,
TOWARZYSTWO PRZYJACIÓŁ DZIECI LUBUSKI ODDZIAŁ REGIONALNY W ZIELONEJ GÓRZE,0000080395,
ZIELONOGÓRSKIE TOWARZYSTWO HIPOTERAPEUTYCZNE,0000080455,
STOWARZYSZENIE MIESZKAŃCÓW PŁOTÓW I ZAGÓRZA,0000080517,
STOWARZYSZENIE "POMOCNA DŁOŃ" IM. ŚW. BRATA ALBERTA W LIPSKU,0000080582,
WARSZAWSKIE TOWARZYSTWO POMOCY LEKARSKIEJ I OPIEKI NAD PSYCHICZNIE I NERWOWO CHORYMI,0000080795,
FUNDACJA CARITA - ŻYĆ ZE SZPICZAKIEM,0000080821,
SPOŁECZNE STOWARZYSZENIE POMOCY DZIECIOM I MŁODZIEŻY SPECJALNEJ TROSKI,0000080826,
FUNDACJA  "BEZPIECZNY POWIAT" W KOŁOBRZEGU,0000080850,
KLUB SPORTOWY ŁUŻYCE LUBAŃ,0000080952,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W ŚWINOUJŚCIU,0000080957,
SUDECKI LUDOWY KLUB SPORTOWY "KSIĄŻ",0000080958,
STOWARZYSZENIE LOKALNE SALEZJAŃSKIEJ ORGANIZACJI SPORTOWEJ "SALOS-WODNA",0000080992,
KLUB SPORTOWY BOREK,0000081077,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W KAMIENIU POMORSKIM,0000081087,
STOWARZYSZENIE POMOCY WZAJEMNEJ BYĆ RAZEM,0000081114,
STOWARZYSZENIE MATKI BOŻEJ KRÓLOWEJ POKOJU I POJEDNANIA W BIAŁYMSTOKU,0000081122,
PODBESKIDZKIE TOWARZYSTWO AKWARYSTYCZNO-TERRARYSTYCZNE,0000081156,
RC FUNDACJA KONSULTINGU I REHABILITACJI,0000081181,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W GDAŃSKU,0000081242,
POLSKIE STOWARZYSZENIE POMOCY OSOBOM Z ZESPOŁEM PRADER-WILLI,0000081389,
STOWARZYSZENIE POMOCY "AKSON",0000081438,
STOWARZYSZENIE BIBLIOTEKARZY POLSKICH,0000081477,
WŁOCŁAWSKIE STOWARZYSZENIE TRZEŹWOŚCI KLUB "PROMIEŃ",0000081495,
STOWARZYSZENIE WYJĄTKOWE SERCE,0000081499,
FUNDACJA "ŚWIAT NA TAK",0000081518,
STOWARZYSZENIE "OSTOJA" NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIAMI,0000081524,
LOKALNA FUNDACJA OŚWIATOWA PRZY SZKOLE PODSTAWOWEJ IM. KS. JANA PATRZYKA W LIPINKACH,0000081526,
OCHOTNICZA STRAŻ POŻARNA W LUBOMIERZU,0000081554,
STOWARZYSZENIE SPORTOWO-REHABILITACYJNE "START",0000081612,
RUDZKIE STOWARZYSZENIE INICJATYW NIEBANALNYCH "IN-NI",0000081653,
KLUB SPORTOWY "TROJAN" W LĄDKU ZDROJU,0000081782,
TOWARZYSTWO SPORTOWE BBTS BIELSKO-BIAŁA,0000081853,
ODDZIAŁ STOWARZYSZENIA WSPÓŁPRACOWNIKÓW SALEZJAŃSKICH WSPÓLNOTA LOKALNA "LUBIN - CENTRUM",0000081905,
STOWARZYSZENIE POMOCY "LUDZIE LUDZIOM",0000082040,
SALEZJAŃSKIE CENTRUM SPORTOWE "AMICO",0000082055,
STOWARZYSZENIE NA RZECZ ROZWOJU WSI RYBARZOWICE,0000082090,
STOWARZYSZENIE PRZYJACIÓŁ DZIECI I MŁODZIEŻY NIEPEŁNOSPRAWNEJ "S. P. D. I M. N.",0000082115,
STOWARZYSZENIE KLUB ABSTYNENTA,0000082170,
MIĘDZYSZKOLNY KLUB SPORTOWO TURYSTYCZNY "ASTRA",0000082192,
FUNDACJA NA RZECZ PROFILAKTYKI I REHABILITACJI DZIECI Z WADAMI POSTAWY I USZKODZENIAMI NARZĄDÓW RUCHU,0000082193,
FUNDACJA DLA LUDZI POTRZEBUJĄCYCH POMOCY "GNIAZDO",0000082224,
KLUB SPORTOWY POLONIA,0000082234,
CHOCIANOWSKIE STOWARZYSZENIE POMOCY DZIECIOM I DOROSŁYM SPECJALNEJ TROSKI,0000082314,
FUNDACJA "FUNDUSZ LOKALNY ZIEMI BIŁGORAJSKIEJ",0000082324,
STOWARZYSZENIE KOBIET Z PROBLEMEM ONKOLOGICZNYM ORGANIZACJA POŻYTKU PUBLICZNEGO,0000082371,
CHIROPRAKTYCY POLSCY,0000082388,
POZNAŃSKIE TOWARZYSTWO WIOŚLARZY "TRYTON",0000082462,
KLUB SPORTOWY TURÓW ZGORZELEC,0000082500,
DOLNOŚLĄSKA RODZINA KATYŃSKA,0000082649,
STOWARZYSZENIE NA RZECZ ODDZIAŁÓW DZIECIĘCYCH ZESPOŁU SZPITALI MIEJSKICH W CHORZOWIE "SERCE DLA DZIECKA",0000082654,
OCHOTNICZA STRAŻ POŻARNA W DANKOWICACH,0000082662,
STOWARZYSZENIE ROZWOJU GMINY LUBICZ,0000082696,
MIEJSKI KLUB SPORTOWY "KAROLINA" W JAWORZYNIE ŚLĄSKIEJ,0000082782,
STOWARZYSZENIE CHORYCH WYMAGAJĄCYCH DIALIZOWANIA,0000082822,
"SZPROTAWSKIE STOWARZYSZENIE OSÓB NIEPEŁNOSPRAWNYCH",0000082868,
TOWARZYSTWO PRZYJACIÓŁ DZIECIĘCEGO ZESPOŁU "MALI ŚWARNI",0000082952,
WAŁBRZYSKIE STOWARZYSZENIE "AMAZONKI",0000082970,
FUNDACJA NASZ DOM,0000082987,
STOWARZYSZENIE INICJATYW NIEMOŻLIWYCH "MOTYKA",0000083004,
STOWARZYSZENIE KULTURALNE WSPIERANIA EDUKACJI I ROZWOJU,0000083116,
LUBACZOWSKIE STOWARZYSZENIE NA RZECZ TRZEŹWOŚCI "VIA",0000083207,
STOWARZYSZENIE POMOCY DZIECIOM "TĘCZA" W OŁAWIE,0000083236,
OCHOTNICZA STRAŻ POŻARNA W JEZIORACH WIELKICH,0000083239,
STOWARZYSZENIE "WIGILIA DLA SAMOTNYCH I BEZDOMNYCH",0000083322,
POLSKIE TOWARZYSTWO STWARDNIENIA ROZSIANEGO,0000083356,
"POMORSKA FUNDACJA EDUKACYJNA",0000083388,
SPOŁECZNY INSTYTUT EKOLOGICZNY,0000083414,
OCHOTNICZA STRAŻ POŻARNA BIERTUŁTOWY,0000083440,
ORATORYJNE STOWARZYSZENIE "RADOŚĆ",0000083609,
ODDZIAŁ AKADEMICKI POLSKIEGO TOWARZYSTWA TURYSTYCZNO - KRAJOZNAWCZEGO W KRAKOWIE,0000083727,
KLUB SZERMIERCZY "PUNTA",0000083734,
FUNDACJA GODNE ŻYCIE,83782,
STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM "MUMINKI",0000083933,
FUNDACJA SZKOLNA DONA,0000083960,
STOWARZYSZENIE PSYCHOEDUKACJI I TERAPII "EVOLUTIO",0000083963,
OCHOTNICZA STRAŻ POŻARNA W WYSZKOWIE,0000084000,
"STOWARZYSZENIE INICJATYW NA RZECZ DZIECI ZIEMI ZĄBKOWICKIEJ",0000084008,
FUNDACJA WSPIERANIA ALPINIZMU POLSKIEGO IM. JERZEGO KUKUCZKI,0000084062,
TOWARZYSTWO INICJATYW TWÓRCZYCH "Ę",0000084092,
POLSKIE TOWARZYSTWO MECHANIKI TEORETYCZNEJ I STOSOWANEJ,0000084101,
STOWARZYSZENIE INTEGRACYJNE EUROBESKIDY,0000084269,
WIEJSKIE TOWARZYSTWO TENISOWE,0000084307,
FUNDACJA WSPIERAJĄCA PRAWIDŁOWY ROZWÓJ DZIECI I MŁODZIEŻY ROŚNIJ ZDROWO,0000084336,
"NA PAWŁOWYM WZGÓRZU" - STOWARZYSZENIE KLUBU ABSTYNENTA,0000084416,
BYDGOSKIE STOWARZYSZENIE NA RZECZ ROZWOJU PEDIATRII,0000084435,
STOWARZYSZENIE EKOLOGICZNE "ETNA",0000084582,
STOWARZYSZENIE CENTRUM MŁODZIEŻY "ARKA" W RADOMIU,0000084608,
STOWARZYSZENIE "RODZINA KOLPINGA W NIEPOŁOMICACH",0000084670,
SAMODZIELNE KOŁO TERENOWE NR 9 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,0000084692,
STOWARZYSZENIE WYCHOWANKÓW AKADEMII GÓRNICZO - HUTNICZEJ IM. STANISŁAWA STASZICA W KRAKOWIE,0000084696,
CHARYTATYWNE STOWARZYSZENIE OPIEKUŃCZO - WYCHOWAWCZE "IGNIS",0000084771,
"STOWARZYSZENIE NA RZECZ WSPIERANIA I ROZWOJU KLINIKI GASTROENTEROLOGII HEPATOLOGII I ZABURZEŃ ODŻYWIANIA INSTYTUTU" "POMNIK - CENTRUM ZDROWIA DZIECKA",0000084796,
LUDOWY KLUB JEŹDZIECKI "OSTROGA",0000084808,
SUWALSKIE STOWARZYSZENIE "WYBÓR" Z SIEDZIBĄ W SUWAŁKACH,0000084846,
FUNDACJA "KRZYŻOWA" DLA POROZUMIENIA EUROPEJSKIEGO,0000084948,
FUNDACJA "PONAD GRANICAMI" IM. ŚW. JACKA ODROWĄŻA,0000084959,
DOLNOŚLĄSKI ZWIĄZEK SZACHOWY,0000085003,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W GORZOWIE WLKP.,0000085133,
STOWARZYSZENIE RODZICÓW I PRZYJACIÓŁ DZIECI NIEPEŁNOSPRAWNYCH "INTEGRACJA" W OZIMKU,0000085141,
FUNDACJA ROZWOJU KATOLICKIEGO UNIWERSYTETU LUBELSKIEGO JANA PAWŁA II,0000085223,
POLSKIE TOWARZYSTWO TATRZAŃSKIE ODDZIAŁ W BIELSKU-BIAŁEJ,0000085388,
MIĘDZYNARODOWA FUNDACJA KOBIET,0000085484,
TOWARZYSTWO PRZYJACIÓŁ ZIEMI ŁOMŻYŃSKIEJ,0000085533,
STOWARZYSZENIE "NAZARET" IM. ŚW. FILIPA NERI,0000085599,
TOWARZYSTWO MIŁOŚNIKÓW MIASTA BYDGOSZCZY,0000085610,
WROCŁAWSKI KLUB SZACHOWY HETMAN,0000085615,
FUNDACJA "KRESY 2000 DOM SŁUŻEBNY POLSKIEJ SZTUCE SŁOWA, MUZYKI I OBRAZU W NADRZECZU KOŁO BIŁGORAJA",0000085684,
MIEJSKI KLUB PIŁKARSKI "CARINA",0000085708,
LUDOWY KLUB SPORTOWY "WARTA",0000085771,
FUNDACJA "PRO ARTE",0000085851,
TOWARZYSTWO MIŁOŚNIKÓW ZARZECZA W ZARZECZU,0000085893,
TOWARZYSTWO MUZYCZNE IM.KAROLA SZYMANOWSKIEGO,0000085929,
STOWARZYSZENIE ROZWOJU ZIEMI LUBACZOWSKIEJ,0000085939,
STOWARZYSZENIE AMAZONEK "FEMINA - FENIX" WROCŁAW,0000085940,
POLSKIE TOWARZYSTWO BEZPIECZEŃSTWA I NIEZAWODNOŚCI,0000085977,
STOWARZYSZENIE "RAZEM W EUROPIE",0000086000,
SŁUPSKIE STOWARZYSZENIE "AMAZONKA",0000086035,
WARMIŃSKO-MAZURSKI ZWIĄZEK PIŁKI NOŻNEJ,0000086043,
FUNDACJA NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH "TACY SAMI",0000086057,
STOWARZYSZENIE PRZYJACIÓŁ DUSZPASTERSTWA AKADEMICKIEGO "WAWRZYNY",0000086185,
FUNDACJA "NA RATUNEK DZIECIOM Z CHOROBĄ NOWOTWOROWĄ",0000086210,
WŁOCŁAWSKIE CENTRUM EDUKACJI EKOLOGICZNEJ,0000086304,
FUNDACJA ULICY PIOTRKOWSKIEJ,0000086466,
ZŁOTORYJSKI KLUB SPORTOWY "GÓRNIK" - ZŁOTORYJA,0000086477,
TOWARZYSTWO ATLETYCZNE "ROZUM" W KROTOSZYNIE,0000086481,
POLSKIE STOWARZYSZENIE PSYCHOLOGÓW PRAKTYKÓW,0000086621,
STOWARZYSZENIE "KLUB SPORTOWY OLIMPIA OSOWA",0000086649,
FUNDACJA POMOCY DZIECIOM OSIEROCONYM, BEZDOMNYM I NIEPEŁNOSPRAWNYM IM.KS. CZESŁAWA WALI W RUDNIKU NAD SANEM,0000086700,
LIGA OBRONY KRAJU,0000086818,
ZWIĄZEK STOWARZYSZEŃ RADOMSKI BANK ŻYWNOŚCI,0000086892,
CHRZEŚCIJAŃSKIE STOWARZYSZENIE DOBROCZYNNE,0000087073,
STOWARZYSZENIE NA RZECZ DZIECI I OSÓB Z UPOŚLEDZENIEM UMYSŁOWYM I RUCHOWYM PERSONA,0000087380,
POWIATOWE ZRZESZENIE LUDOWE ZESPOŁY SPORTOWE W JELENIEJ GÓRZE,0000087555,
STOWARZYSZENIA NA RZECZ KOBIET "VICTORIA",0000087575,
POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG DOLNOŚLĄSKI,0000087580,
TOWARZYSTWO MIŁOŚNIKÓW JĘZYKA POLSKIEGO,0000087597,
FUNDACJA MBANKU,0000087634,
TOWARZYSTWO SPORTOWE "ZEW" ŚWIEBODZIN,0000087651,
KATOLICKI RUCH DOBROCZYNNY "BETEL",0000087707,
TOWARZYSTWO UNIWERSYTET TRZECIEGO WIEKU W POZNANIU,0000087772,
STOWARZYSZENIE DO WALKI Z RAKIEM Z SIEDZIBĄ W SPECJALISTYCZNYM SZPITALU ONKOLOGICZNYM,0000087810,
STOWARZYSZENIE POMOCY HUMANITARNEJ W PILE,0000087816,
STOWARZYSZENIE POMOCY RODZINIE "DROGA",0000087872,
POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG ŁÓDZKI,0000087884,
FUNDACJA TECHNOLOGII WIEDZY IM. PIOTRA DZIUBAŃSKIEGO,0000087987,
FUNDACJA PROFILAKTYKI I LECZENIA CHORÓB KRWI IM. PROF. JULIANA ALEKSANDROWICZA,0000088056,
INTERWENCYJNY ZESPÓŁ POMOCY MIĘDZYLUDZKIEJ,0000088123,
STOWARZYSZENIE PRZYJACIÓŁ CHORYCH "HOSPICJUM",0000088158,
PODLASKI WOJEWÓDZKI SZKOLNY ZWIĄZEK SPORTOWY,0000088337,
TOWARZYSTWO DZIAŁAŃ DLA SAMOROZWOJU,0000088380,
POLSKI ZWIĄZEK KRÓTKOFALOWCÓW,0000088401,
FUNDACJA "RUCHU SOLIDARNOŚCI RODZIN",0000088689,
STOWARZYSZENIE NA RZECZ DZIECI I MŁODZIEŻY " NIE JESTEŚ SAM",0000088827,
STOWARZYSZENIE PIŁKI RĘCZNEJ "BÓR" OBORNIKI ŚLĄSKIE,0000088848,
POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG MAŁOPOLSKI,0000088851,
STOWARZYSZENIE OPIEKI HOSPICYJNEJ W ZDUŃSKIEJ WOLI,0000088855,
OGÓLNOPOLSKIE STOWARZYSZENIE ANTYMOBBINGOWE OSA,0000088951,
KATOLICKIE STOWARZYSZENIE "EZECHIASZ",0000088974,
TOWARZYSTWO PŁYWACKIE ZIELONA GÓRA,0000088980,
STOWARZYSZENIE HARCERSTWA KATOLICKIEGO "ZAWISZA" FEDERACJA SKAUTINGU EUROPEJSKIEGO,0000089011,
POLSKIE STOWARZYSZENIE FENIX,0000089028,
STOWARZYSZENIE SPORTIS,0000089070,
OCHOTNICZA STRAŻ POŻARNA W KSAWERYNOWIE,0000089178,
KLUB STRZELECKI "GROT" W PUCKU,0000089210,
STOWARZYSZENIE KOBIET DO WALKI Z RAKIEM PIERSI EUROPA DONNA W NOWYM SĄCZU,0000089251,
STOWARZYSZENIE IM. ARNO HOLZA DLA POROZUMIENIA POLSKO-NIEMIECKIEGO,0000089262,
KLUB SPORTOWY "CHEMIK",0000089353,
KLUB SPORTOWY "OLIMPIA" W JAWORZE,0000089478,
STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM "BEZ BARIER",0000089541,
STOWARZYSZENIE LUDZI OTWARTYCH SERC "LOS",0000089573,
SPOŁECZNA FUNDACJA MIASTA KUTNA,0000089639,
KLUB KIWANIS - ZIELONA GÓRA "ADSUM",0000089672,
"LIONS CLUB PRO FUTURO",0000089711,
PODLASKIE STOWARZYSZENIE PROMOCJI SZTUKI,0000089726,
STOWARZYSZENIE IM. MATKI TERESY Z KALKUTY,0000089770,
KLUB SPORTOWY "STAL GORZÓW",0000089771,
OCHOTNICZA STRAŻ POŻARNA W PRZESIECE,0000089774,
STOWARZYSZENIE DZIECKO - RODZINA - ŚWIAT,0000089844,
ODDZIAŁ ZAKŁADOWY PTTK W GŁOGOWIE,0000089884,
MIEJSKI KLUB SPORTOWY "POLONIA" PRZEMYŚL,0000089943,
FUNDACJA OKULARNICY IMIENIA AGNIESZKI OSIECKIEJ,0000090093,
TOWARZYSTWO EDUKACJI OTWARTEJ,0000090184,
FUNDACJA "PROMYK SŁOŃCA",0000090215,
ŁÓDZKIE TOWARZYSTWO NAUKOWE,0000090256,
OCHOTNICZA STRAŻ POŻARNA STAROKRZEPICE,0000090469,
STOWARZYSZENIE REUMATYKÓW I ICH SYMPATYKÓW KOŁO ODRA-BAŁTYK W SZCZECINIE,0000090491,
STOWARZYSZENIE ŚW. CELESTYNA,0000090529,
ŚWIEBODZIŃSKIE STOWARZYSZENIE POMOCY DZIECIOM NIEPEŁNOSPRAWNYM,0000090723,
"STOWARZYSZENIE RODZIN KATOLICKICH ARCHIDIECEZJI POZNAŃSKIEJ",0000090832,
FUNDACJA IM. KSIĘDZA JORDANA,0000090846,
LUBELSKI OKRĘGOWY ZWIĄZEK ŻEGLARSKI,0000090860,
TOWARZYSTWO MUZYCZNE IM. H. WIENIAWSKIEGO,0000090983,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ - KOŁO W GŁOGOWIE,0000090988,
FUNDACJA "NASZA PRZYSZŁOŚĆ",0000091141,
FUNDACJA "WARSZAWA WALCZY 1939-1945",0000091292,
AEROKLUB RYBNICKIEGO OKRĘGU WĘGLOWEGO,0000091306,
POLSKI ZWIĄZEK NIEWIDOMYCH OKRĘG WARMIŃSKO - MAZURSKI,0000091325,
STOWARZYSZENIE ROZWOJU WSI I LOKALNEJ SPOŁECZNOŚCI JESTEŚMY SOBIE ZAWSZE POTRZEBNI,0000091414,
STOWARZYSZENIE SYMPATYKÓW MŁODZIEŻOWEGO DOMU KULTURY,0000091472,
POLSKIE TOWARZYSTWO ROZWOJU CHEN TAI JI QUAN,0000091575,
FUNDACJA POMOCY DZIECIOM NIEPEŁNOSPRAWNYM "HIPOTERAPIA",0000091766,
ZWIĄZEK POLSKICH SPADOCHRONIARZY,0000091847,
ANDRYCHOWSKIE STOWARZYSZENIE TRZEŹWOŚCI KLUB INTEGRACJI SPOŁECZNEJ "WATRA",0000091865,
STOWARZYSZENIE "PRZYMIERZE RODZIN",0000091879,
POLSKA FUNDACJA OCHRONY ZASOBÓW WODNYCH,0000091983,
MARIAŃSKI RUCH INICJATYW EKONOMICZNO-SPOŁECZNYCH,0000092138,
FUNDACJA "CORDA CORDIS IM. DR WALEREGO WIĘCKO NA RZECZ OSÓB Z CHOROBAMI SERCA",0000092214,
OCHOTNICZA STRAŻ POŻARNA,0000092215,
STOWARZYSZENIE "AKTYWNE KOBIETY",0000092308,
STOWARZYSZENIE POMOCY "RUBIEŻ",0000092389,
KŁODZKIE TOWARZYSTWO OŚWIATOWE,0000092490,
STOWARZYSZENIE OŚWIATY SPOŁECZNEJ W PYZDRACH,0000092556,
FUNDACJA LICEUM IM. TADEUSZA CZACKIEGO,0000092618,
INTEGRACYJNY KLUB SPORTOWY "VICTORIA" W BIAŁYMSTOKU,0000092640,
KLUB SPORTOWY WARTA SŁOŃSK,0000092718,
STOWARZYSZENIE OSÓB REPRESJONOWANYCH W STANIE WOJENNYM ZARZĄD REGIONU DOLNOŚLĄSKIEGO,0000092774,
POLSKIE TOWARZYSTWO PRZYRODNIKÓW IM. KOPERNIKA,0000092796,
WROCŁAWSKIE TOWARZYSTWO OPIEKI NAD WIĘŹNIAMI - DOLNOŚLĄSKI OŚRODEK MEDIACJI,0000092918,
INICJATYWA HISTORYCZNA,0000092932,
OCHOTNICZA STRAŻ POŻARNA W POGORZYCACH,0000092934,
FUNDACJA "MAŁYCH BRACI ŚW. FRANCISZKA",0000093119,
POLSKIE TOWARZYSTWO WALKI Z KALECTWEM ODDZIAŁ RADOM "POMOCNA DŁOŃ",0000093158,
PRZYJACIELE SZPITALI DZIECIĘCYCH W WARSZAWIE,0000093204,
WŁOCŁAWSKO-BRODNICKI KLUB SPORTOWY NIEWIDOMYCH I SŁABOWIDZĄCYCH "PIONEK",0000093282,
WOJEWÓDZKI KOMITET STOWARZYSZENIA   NARODOWY FUNDUSZ OCHRONY ZDROWIA W KATOWICACH,0000093395,
STOWARZYSZENIE AMAZONEK "POMOCNA DŁOŃ",0000093413,
FUNDACJA DLA REALIZACJI SIEDZIBY CAPELLAE CRACOVIENSIS,0000093429,
FUNDACJA NA RZECZ ROZWOJU KARDIOLOGII,0000093440,
AUGUSTOWSKIE TOWARZYSTWO PŁYWACKIE,0000093531,
STOWARZYSZENIE POMOCY RODZINIE-PORT,0000093591,
LIGA KOBIET POLSKICH - ŁÓDZKI ODDZIAŁ WOJEWÓDZKI W ŁODZI,0000093656,
SAMODZIELNE KOŁO TERENOWE NR 64 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO,0000093789,
OCHOTNICZA STRAŻ POŻARNA W KONARZYCACH,0000093806,
STOWARZYSZENIE "SPEŁNIONA NADZIEJA" W SUWAŁKACH,0000093850,
STOWARZYSZENIE POSZKODOWANYCH W WYPADKACH DROGOWYCH W BIELSKU-BIAŁEJ,0000093951,
ODDZIAŁ WARMIŃSKO-MAZURSKI POLSKIEGO TOWARZYSTWA TURYSTYCZNO-KRAJOZNAWCZEGO W OLSZTYNIE,0000094027,
FUNDACJA "JANA CHRZCICIELA",0000094068,
POLSKI ZWIĄZEK GŁUCHYCH ODDZIAŁ DOLNOŚLĄSKI,0000094089,
ZWIĄZEK PODHALAN ODDZIAŁ ZAKOPANE,0000094123,
FUNDACJA SZCZĘŚLIWE DZIECIŃSTWO,0000094228,
POLSKIE STOWARZYSZENIE NA RZECZ OSÓB Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ KOŁO W CZĘSTOCHOWIE,0000094246,
FUNDACJA MŁODZIEŻOWEJ PRZEDSIĘBIORCZOŚCI,0000094358,
SPOŁECZNE TOWARZYSTWO OŚWIATOWE SAMODZIELNE KOŁO TERENOWE NR 171 W BIAŁYMSTOKU,0000094369,
STOWARZYSZENIE POMOCY OSOBOM NIEPEŁNOSPRAWNYM GMINY KAMIEŃ W KAMIENIU,0000094392,
"SOKÓŁ" OSTRÓW MAZOWIECKA,0000094493,
JAROSŁAWSKA FUNDACJA "POMOCNA DŁOŃ",0000094513,
ZWIĄZEK HARCERSTWA POLSKIEGO,0000094699,
FUNDACJA IM. KS. SIEMASZKI,0000094781,
STOWARZYSZENIE "LUBAWKA",0000094916,
STOWARZYSZENIE KONTAKT MIAST BIAŁYSTOK - EINDHOVEN,0000095021,
FUNDACJA SZTUKI OSÓB NIEPEŁNOSPRAWNYCH,0000095062,
TOWARZYSTWO PRZYJACIÓŁ ANNY JENKE,0000095147,
STOŁECZNE WODNE OCHOTNICZE POGOTOWIE RATUNKOWE,0000095191,
WOJSKOWY KLUB SPORTOWY "FLOTA" GDYNIA,0000095198,
FUNDACJA ROZWOJU CHIRURGII RADIOLOGICZNEJ,0000095201,
STOWARZYSZENIE ŁAŃCUCHÓW,0000095297,
SANOCKA FUNDACJA OCHRONY ZDROWIA,0000095501,
OCHOTNICZA STRAŻ POŻARNA ŁAGISZA,0000095599,
STOWARZYSZENIE SERCE POMOCY DZIECIOM I MŁODZIEŻY NIEPEŁNOSPRAWNEJ I POSZKODOWANEJ W WYPADKACH DROGOWYCH ZARZĄD GŁÓWNY,0000095607,
TOWARZYSTWO PRZYWRACANIA RODZINY,0000095623,
DZIEŁO POMOCY DZIECIOM FUNDACJA RUPERTA MAYERA,0000095631,
LUDOWY ZESPÓŁ SPORTOWY "GAZOWNIK" WAWELNO,0000095689,
STOWARZYSZENIE RODZICÓW I PRZYJACIÓŁ DZIECI NIEWIDOMYCH I SŁABOWIDZĄCYCH "TĘCZA",0000095698,
